UID,area,Type
1.00E+12,50,Residential
1.00E+12,48,Residential
1.00E+12,48,Residential
1.00E+12,67,Residential
1.00E+12,62,Residential
1.00E+12,49,Residential
1.00E+12,50,Residential
1.00E+12,9,Residential
1.00E+12,53,Residential
1.00E+12,51,Residential
1.00E+12,54,Residential
1.00E+12,45,Residential
1.00E+12,47,Residential
1.00E+12,77,Residential
1.00E+12,62,Residential
1.00E+12,152,Residential
1.00E+12,49,Residential
1.00E+12,73,Residential
1.00E+12,46,Residential
1.00E+12,62,Residential
1.00E+12,50,Residential
1.00E+12,55,Residential
1.00E+12,63,Residential
1.00E+12,5,Residential
1.00E+12,47,Residential
1.00E+12,4,Residential
1.00E+12,50,Residential
1.00E+12,49,Residential
1.00E+12,54,Residential
1.00E+12,127,Residential
1.00E+12,68,Residential
1.00E+12,60,Residential
1.00E+12,60,Residential
1.00E+12,53,Residential
1.00E+15,113,Residential
1.00E+12,51,Residential
1.00E+12,3,Residential
1.00E+12,48,Residential
1.00E+12,52,Residential
1.00E+12,89,Residential
1.00E+12,50,Residential
1.00E+12,44,Residential
1.00E+12,48,Residential
1.00E+12,47,Residential
1.00E+12,7,Residential
1.00E+12,52,Residential
1.00E+12,55,Residential
1.00E+12,50,Residential
1.00E+12,64,Residential
1.00E+12,52,Residential
1.00E+12,39,Residential
1.00E+12,52,Residential
1.00E+12,47,Residential
1.00E+12,62,Residential
1.00E+12,74,Residential
1.00E+12,48,Residential
1.00E+12,69,Residential
1.00E+12,54,Residential
1.00E+12,66,Residential
1.00E+12,53,Residential
1.00E+12,45,Residential
1.00E+12,63,Residential
1.00E+12,47,Residential
1.00E+12,52,Residential
5.00E+15,45,Residential
1.00E+12,66,Residential
1.00E+12,65,Residential
1.00E+12,47,Residential
1.00E+12,47,Residential
1.00E+12,50,Residential
1.00E+12,48,Residential
1.00E+12,162,Residential
1.00E+12,80,Residential
1.00E+12,47,Residential
1.00E+12,65,Residential
1.00E+12,48,Residential
1.00E+12,46,Residential
1.00E+12,48,Residential
1.00E+12,17,Residential
1.00E+12,14,Residential
1.00E+12,7,Residential
1.00E+12,437,Residential
1.00E+12,8,Residential
1.00E+12,3,Residential
1.00E+12,7,Residential
1.00E+12,47,Residential
1.00E+12,8,Residential
1.00E+12,49,Residential
1.00E+12,3,Residential
1.00E+12,3,Residential
1.00E+12,6,Residential
1.00E+12,3,Residential
1.00E+12,27,Residential
1.00E+12,15,Residential
1.00E+12,95,Residential
1.00E+12,48,Residential
1.00E+12,41,Residential
1.00E+12,7,Residential
1.00E+12,3,Residential
1.00E+12,7,Residential
1.00E+12,2,Residential
1.00E+12,6,Residential
1.00E+12,9,Residential
1.00E+12,59,Residential
1.00E+12,9,Residential
1.00E+12,42,Residential
1.00E+12,41,Residential
1.00E+12,58,Residential
1.00E+12,14,Residential
1.00E+12,39,Residential
1.00E+12,3,Residential
1.00E+12,47,Residential
1.00E+12,2,Residential
1.00E+12,2,Residential
1.00E+12,50,Residential
1.00E+12,8,Residential
1.00E+12,4,Residential
1.00E+12,4,Residential
1.00E+12,2,Residential
1.00E+12,4,Residential
1.00E+12,7,Residential
1.00E+12,55,Residential
1.00E+12,223,Residential
1.00E+12,2,Residential
1.00E+12,3,Residential
1.00E+12,50,Residential
1.00E+12,4,Residential
1.00E+12,5,Residential
1.00E+12,50,Residential
1.00E+12,95,Residential
1.00E+12,48,Residential
1.00E+12,3,Residential
1.00E+12,3,Residential
1.00E+12,478,Residential
1.00E+12,2,Residential
1.00E+12,60,Residential
1.00E+12,61,Residential
1.00E+12,44,Residential
1.00E+12,111,Residential
1.00E+12,46,Residential
1.00E+12,58,Residential
1.00E+12,40,Residential
1.00E+12,3,Residential
1.00E+12,2,Residential
1.00E+12,2,Residential
1.00E+12,6,Residential
5.00E+15,10,Residential
1.00E+12,7,Residential
1.00E+12,6,Residential
1.00E+12,48,Residential
1.00E+12,4,Residential
1.00E+12,101,Residential
1.00E+12,48,Residential
1.00E+12,8,Residential
1.00E+12,48,Residential
1.00E+12,49,Residential
1.00E+12,23,Residential
1.00E+12,14,Residential
1.00E+12,48,Residential
1.00E+12,2,Residential
1.00E+12,6,Residential
1.00E+12,43,Residential
1.00E+15,51,Residential
1.00E+12,43,Residential
1.00E+12,6,Residential
1.00E+12,73,Residential
1.00E+12,7,Residential
1.00E+12,4,Residential
1.00E+12,28,Residential
1.00E+12,7,Residential
1.00E+12,40,Residential
1.00E+12,2,Residential
1.00E+12,50,Residential
1.00E+12,28,Residential
1.00E+12,4,Residential
1.00E+12,3,Residential
1.00E+12,382,Residential
1.00E+12,5,Residential
1.00E+12,50,Residential
1.00E+12,40,Residential
1.00E+12,8,Residential
1.00E+12,2,Residential
1.00E+12,8,Residential
1.00E+12,49,Residential
1.00E+12,2,Residential
1.00E+12,5,Residential
1.00E+12,22,Residential
1.00E+12,41,Residential
1.00E+12,6,Residential
1.00E+12,7,Residential
5.00E+15,92,Residential
1.00E+12,5,Residential
1.00E+12,8,Residential
1.00E+12,5,Residential
1.00E+12,5,Residential
1.00E+12,50,Residential
1.00E+12,48,Residential
1.00E+12,6,Residential
1.00E+12,5,Residential
1.00E+12,24,Residential
1.00E+12,11,Residential
1.00E+12,50,Residential
1.00E+12,2,Residential
1.00E+12,442,Residential
1.00E+12,4,Residential
1.00E+12,8,Residential
1.00E+12,5,Residential
1.00E+12,3,Residential
1.00E+12,32,Residential
1.00E+12,6,Residential
1.00E+12,3,Residential
1.00E+12,3,Residential
1.00E+12,6,Residential
1.00E+12,9,Residential
1.00E+12,42,Residential
1.00E+12,7,Residential
1.00E+12,7,Residential
1.00E+12,373,Residential
1.00E+12,5,Residential
1.00E+12,48,Residential
1.00E+12,48,Residential
5.00E+15,18,Residential
1.00E+12,5,Residential
1.00E+12,123,Residential
5.00E+15,7,Residential
1.00E+12,2,Residential
1.00E+12,52,Residential
5.00E+15,14,Residential
1.00E+12,59,Residential
1.00E+12,47,Residential
1.00E+12,17,Residential
1.00E+12,40,Residential
1.00E+12,365,Residential
1.00E+12,39,Residential
1.00E+12,41,Residential
1.00E+12,60,Residential
1.00E+12,40,Residential
1.00E+12,28,Residential
1.00E+12,116,Residential
1.00E+12,8,Residential
1.00E+12,7,Residential
1.00E+12,8,Residential
1.00E+12,7,Residential
1.00E+12,4,Residential
1.00E+12,50,Residential
1.00E+12,3,Residential
1.00E+12,10,Residential
1.00E+12,5,Residential
1.00E+12,3,Residential
1.00E+12,55,Residential
1.00E+12,4,Residential
1.00E+12,6,Residential
1.00E+12,32,Residential
1.00E+12,9,Residential
1.00E+12,510,Residential
1.00E+12,42,Residential
1.00E+12,7,Residential
1.00E+12,7,Residential
1.00E+12,3,Residential
1.00E+12,5,Residential
1.00E+12,3,Residential
1.00E+12,43,Residential
5.00E+15,11,Residential
1.00E+12,42,Residential
1.00E+12,8,Residential
1.00E+12,51,Residential
1.00E+12,3,Residential
1.00E+12,14,Residential
1.00E+12,48,Residential
1.00E+12,42,Residential
1.00E+12,41,Residential
1.00E+12,16,Residential
1.00E+12,39,Residential
1.00E+12,25,Residential
1.00E+12,24,Residential
1.00E+12,209,Residential
1.00E+15,44,Residential
1.00E+12,95,Residential
1.00E+12,393,Residential
1.00E+12,7,Residential
1.00E+12,2,Residential
1.00E+12,2,Residential
1.00E+12,4,Residential
1.00E+12,4,Residential
1.00E+12,46,Residential
1.00E+12,3,Residential
1.00E+12,7,Residential
1.00E+12,2,Residential
1.00E+12,54,Residential
1.00E+12,8,Residential
1.00E+12,14,Residential
1.00E+12,6,Residential
1.00E+12,3,Residential
1.00E+12,39,Residential
1.00E+12,8,Residential
1.00E+12,3,Residential
1.00E+12,51,Residential
1.00E+12,3,Residential
1.00E+12,7,Residential
1.00E+12,46,Residential
1.00E+12,6,Residential
1.00E+12,7,Residential
1.00E+12,40,Residential
1.00E+12,14,Residential
1.00E+12,66,Residential
1.00E+12,7,Residential
1.00E+12,3,Residential
1.00E+12,6,Residential
1.00E+12,119,Residential
1.00E+12,5,Residential
1.00E+12,2,Residential
1.00E+12,14,Residential
1.00E+12,60,Residential
1.00E+12,6,Residential
1.00E+12,5,Residential
1.00E+12,3,Residential
1.00E+12,52,Residential
1.00E+12,7,Residential
1.00E+12,362,Residential
1.00E+12,6,Residential
5.00E+15,10,Residential
1.00E+12,6,Residential
1.00E+12,42,Residential
1.00E+12,7,Residential
1.00E+12,2,Residential
1.00E+12,51,Residential
1.00E+12,3,Residential
1.00E+12,41,Residential
1.00E+12,10,Residential
1.00E+12,5,Residential
1.00E+12,4,Residential
1.00E+12,7,Residential
1.00E+12,47,Residential
1.00E+12,41,Residential
1.00E+12,4,Residential
1.00E+12,3,Residential
1.00E+12,58,Residential
1.00E+12,28,Residential
1.00E+12,39,Residential
1.00E+12,39,Residential
1.00E+12,4,Residential
1.00E+12,8,Residential
1.00E+12,3,Residential
1.00E+12,43,Residential
1.00E+12,14,Residential
1.00E+12,613,Residential
1.00E+12,6,Residential
1.00E+12,58,Residential
1.00E+12,8,Residential
1.00E+12,40,Residential
1.00E+12,54,Residential
1.00E+12,38,Residential
1.00E+12,4,Residential
1.00E+12,50,Residential
1.00E+12,8,Residential
1.00E+12,47,Residential
1.00E+12,3,Residential
1.00E+12,39,Residential
1.00E+12,6,Residential
1.00E+12,365,Residential
1.00E+12,159,Residential
1.00E+12,14,Residential
1.00E+12,6,Residential
1.00E+12,109,Residential
1.00E+12,5,Residential
1.00E+12,48,Residential
1.00E+12,3,Residential
1.00E+12,8,Residential
1.00E+12,7,Residential
1.00E+12,40,Residential
1.00E+12,2,Residential
1.00E+12,46,Residential
1.00E+12,15,Residential
1.00E+12,5,Residential
1.00E+12,192,Residential
1.00E+12,4,Residential
1.00E+12,2,Residential
1.00E+12,3,Residential
1.00E+12,6,Residential
1.00E+12,3,Residential
1.00E+15,32,Residential
1.00E+12,7,Residential
1.00E+12,481,Residential
1.00E+12,49,Residential
1.00E+12,7,Residential
1.00E+12,4,Residential
1.00E+12,48,Residential
1.00E+12,8,Residential
1.00E+12,375,Residential
1.00E+12,3,Residential
1.00E+12,8,Residential
1.00E+12,48,Residential
1.00E+12,6,Residential
1.00E+12,6,Residential
1.00E+12,16,Residential
1.00E+12,7,Residential
1.00E+12,4,Residential
1.00E+12,54,Residential
1.00E+12,3,Residential
1.00E+12,51,Residential
1.00E+12,7,Residential
1.00E+12,44,Residential
1.00E+12,361,Residential
1.00E+12,6,Residential
1.00E+12,5,Residential
1.00E+12,5,Residential
1.00E+12,7,Residential
1.00E+12,4,Residential
1.00E+12,51,Residential
1.00E+12,7,Residential
1.00E+12,6,Residential
1.00E+12,3,Residential
1.00E+12,2,Residential
1.00E+12,42,Residential
1.00E+12,8,Residential
1.00E+12,58,Residential
1.00E+12,61,Residential
1.00E+12,5,Residential
1.00E+12,9,Residential
1.00E+12,6,Residential
1.00E+12,14,Residential
1.00E+12,49,Residential
1.00E+12,140,Residential
1.00E+12,4,Residential
1.00E+12,12,Residential
1.00E+12,243,Residential
1.00E+12,56,Residential
1.00E+12,4,Residential
1.00E+12,7,Residential
1.00E+12,70,Residential
1.00E+12,6,Residential
1.00E+12,3,Residential
1.00E+12,47,Residential
1.00E+12,6,Residential
1.00E+12,4,Residential
1.00E+12,47,Residential
1.00E+12,49,Residential
1.00E+12,15,Residential
1.00E+12,42,Residential
1.00E+12,7,Residential
1.00E+12,6,Residential
1.00E+12,14,Residential
1.00E+12,2,Residential
1.00E+12,5,Residential
1.00E+12,22,Residential
1.00E+12,14,Residential
1.00E+12,8,Residential
1.00E+12,3,Residential
1.00E+12,26,Residential
1.00E+12,193,Residential
1.00E+12,50,Residential
1.00E+12,14,Residential
1.00E+12,41,Residential
1.00E+12,67,Residential
1.00E+12,6,Residential
1.00E+12,7,Residential
1.00E+12,14,Residential
1.00E+12,5,Residential
1.00E+12,3,Residential
1.00E+12,5,Residential
1.00E+12,2,Residential
1.00E+12,7,Residential
5.00E+15,4,Residential
1.00E+12,54,Residential
1.00E+12,41,Residential
1.00E+12,42,Residential
1.00E+12,8,Residential
1.00E+12,116,Residential
1.00E+12,6,Residential
1.00E+12,14,Residential
1.00E+12,3,Residential
1.00E+12,14,Residential
1.00E+12,3,Residential
1.00E+12,11,Residential
1.00E+12,6,Residential
1.00E+12,47,Residential
1.00E+12,47,Residential
1.00E+12,15,Residential
1.00E+12,60,Residential
1.00E+12,49,Residential
5.00E+15,22,Residential
1.00E+15,34,Residential
1.00E+12,5,Residential
1.00E+12,54,Residential
1.00E+12,69,Residential
1.00E+12,5,Residential
1.00E+12,7,Residential
1.00E+12,59,Residential
1.00E+12,722,Residential
1.00E+12,41,Residential
1.00E+12,8,Residential
1.00E+12,47,Residential
1.00E+12,102,Residential
1.00E+12,8,Residential
1.00E+12,3,Residential
1.00E+12,5,Residential
1.00E+12,8,Residential
1.00E+12,47,Residential
1.00E+12,6,Residential
1.00E+12,47,Residential
1.00E+12,7,Residential
1.00E+12,3,Residential
1.00E+12,48,Residential
1.00E+12,7,Residential
1.00E+12,39,Residential
1.00E+12,41,Residential
1.00E+12,6,Residential
1.00E+12,7,Residential
1.00E+12,6,Residential
1.00E+12,6,Residential
1.00E+12,50,Residential
1.00E+12,9,Residential
5.00E+15,150,Residential
1.00E+12,3,Residential
1.00E+12,6,Residential
1.00E+12,7,Residential
1.00E+12,24,Residential
1.00E+12,41,Residential
1.00E+12,8,Residential
1.00E+12,51,Residential
1.00E+12,7,Residential
1.00E+12,9,Residential
1.00E+12,25,Residential
1.00E+12,8,Residential
1.00E+12,12,Residential
1.00E+12,2,Residential
1.00E+12,71,Residential
1.00E+12,11,Residential
1.00E+12,7,Residential
1.00E+12,2,Residential
1.00E+12,9,Residential
1.00E+12,3,Residential
1.00E+12,153,Residential
1.00E+12,11,Residential
1.00E+12,55,Residential
1.00E+12,68,Residential
1.00E+12,72,Residential
1.00E+12,7,Residential
1.00E+12,146,Residential
1.00E+12,76,Residential
1.00E+12,146,Residential
1.00E+12,9,Residential
1.00E+12,566,Residential
1.00E+12,9,Residential
1.00E+12,10,Residential
1.00E+12,9,Residential
1.00E+12,59,Residential
1.00E+12,2,Residential
1.00E+12,60,Residential
1.00E+12,66,Residential
1.00E+12,76,Residential
1.00E+12,83,Residential
1.00E+12,59,Residential
1.00E+12,81,Residential
1.00E+12,10,Residential
1.00E+12,13,Residential
1.00E+12,12,Residential
1.00E+12,2,Residential
1.00E+12,59,Residential
1.00E+12,62,Residential
1.00E+12,29,Residential
1.00E+12,145,Residential
1.00E+12,11,Residential
1.00E+12,94,Residential
1.00E+12,79,Residential
1.00E+12,140,Residential
1.00E+12,58,Residential
1.00E+12,70,Residential
1.00E+12,56,Residential
1.00E+12,63,Residential
1.00E+12,61,Residential
1.00E+12,61,Residential
1.00E+12,10,Residential
5.00E+15,6,Residential
1.00E+12,148,Residential
1.00E+12,64,Residential
1.00E+12,12,Residential
1.00E+12,80,Residential
1.00E+12,83,Residential
1.00E+12,80,Residential
1.00E+12,58,Residential
1.00E+12,7,Residential
1.00E+12,57,Residential
1.00E+12,76,Residential
1.00E+12,64,Residential
1.00E+12,72,Residential
1.00E+12,2,Residential
1.00E+12,2,Residential
1.00E+12,60,Residential
1.00E+12,81,Residential
5.00E+15,5,Residential
1.00E+12,9,Residential
1.00E+12,84,Residential
1.00E+12,62,Residential
1.00E+12,57,Residential
1.00E+12,11,Residential
1.00E+12,59,Residential
1.00E+12,3,Residential
1.00E+12,245,Residential
1.00E+12,62,Residential
1.00E+12,238,Residential
1.00E+12,141,Residential
1.00E+12,2,Residential
5.00E+15,4,Residential
1.00E+12,78,Residential
1.00E+12,12,Residential
1.00E+12,12,Residential
1.00E+12,10,Residential
1.00E+12,62,Residential
1.00E+12,8,Residential
1.00E+12,60,Residential
1.00E+12,146,Residential
1.00E+12,60,Residential
1.00E+12,63,Residential
5.00E+15,14,Residential
1.00E+12,12,Residential
1.00E+12,62,Residential
1.00E+12,258,Residential
5.00E+15,20,Residential
1.00E+12,12,Residential
1.00E+12,3329,Residential
5.00E+15,17,Residential
5.00E+15,10,Residential
1.00E+12,64,Residential
1.00E+12,63,Residential
5.00E+15,67,Residential
1.00E+12,58,Residential
1.00E+12,8,Residential
1.00E+12,3,Residential
1.00E+12,75,Residential
1.00E+12,33,Residential
1.00E+12,64,Residential
5.00E+15,10,Residential
1.00E+12,56,Residential
1.00E+12,61,Residential
1.00E+12,34,Residential
1.00E+12,6,Residential
5.00E+15,62,Residential
1.00E+12,17,Residential
5.00E+15,15,Residential
1.00E+12,35,Residential
1.00E+12,82,Residential
1.00E+12,27,Residential
1.00E+12,61,Residential
1.00E+12,70,Residential
1.00E+12,34,Residential
1.00E+12,25,Residential
5.00E+15,63,Residential
5.00E+15,65,Residential
1.00E+12,48,Residential
1.00E+12,101,Residential
1.00E+12,50,Residential
1.00E+12,2,Residential
1.00E+12,6,Residential
1.00E+12,75,Residential
1.00E+12,16,Residential
1.00E+12,74,Residential
1.00E+12,36,Residential
5.00E+15,64,Residential
1.00E+12,0,Residential
1.00E+12,33,Residential
1.00E+12,2,Residential
1.00E+12,66,Residential
1.00E+12,55,Residential
1.00E+12,58,Residential
1.00E+12,56,Residential
5.00E+15,10,Residential
5.00E+15,61,Residential
1.00E+12,8,Residential
1.00E+12,21,Residential
1.00E+12,99,Residential
5.00E+15,66,Residential
1.00E+12,63,Residential
5.00E+15,62,Residential
1.00E+12,6,Residential
1.00E+12,124,Residential
1.00E+12,12,Residential
5.00E+15,65,Residential
1.00E+12,54,Residential
5.00E+15,66,Residential
1.00E+12,62,Residential
1.00E+12,447,Residential
1.00E+12,23,Residential
1.00E+12,70,Residential
1.00E+12,14,Residential
1.00E+12,58,Residential
1.00E+12,118,Residential
1.00E+12,14,Residential
1.00E+12,37,Residential
1.00E+12,34,Residential
1.00E+12,38,Residential
1.00E+12,55,Residential
1.00E+12,66,Residential
5.00E+15,58,Residential
1.00E+12,72,Residential
1.00E+12,92,Residential
5.00E+15,60,Residential
1.00E+12,76,Residential
1.00E+12,45,Residential
5.00E+15,69,Residential
5.00E+15,17,Residential
1.00E+12,46,Residential
1.00E+12,77,Residential
1.00E+12,48,Residential
1.00E+12,14,Residential
5.00E+15,870,Residential
1.00E+12,54,Residential
1.00E+12,48,Residential
1.00E+12,31,Residential
1.00E+12,64,Residential
1.00E+12,61,Residential
5.00E+15,62,Residential
1.00E+12,50,Residential
1.00E+12,3,Residential
1.00E+12,6,Residential
1.00E+12,94,Residential
1.00E+12,16,Residential
1.00E+12,2,Residential
1.00E+12,60,Residential
5.00E+15,62,Residential
1.00E+12,71,Residential
1.00E+12,57,Residential
1.00E+12,61,Residential
1.00E+12,118,Residential
1.00E+12,35,Residential
1.00E+12,54,Residential
1.00E+12,51,Residential
1.00E+12,37,Residential
1.00E+12,8,Residential
1.00E+12,18,Residential
1.00E+12,66,Residential
1.00E+12,6,Residential
1.00E+12,26,Residential
1.00E+12,91,Residential
5.00E+15,65,Residential
1.00E+12,8,Residential
1.00E+12,120,Residential
1.00E+12,14,Residential
1.00E+12,73,Residential
1.00E+12,22,Residential
5.00E+15,69,Residential
1.00E+12,32,Residential
1.00E+12,74,Residential
5.00E+15,65,Residential
1.00E+12,4,Residential
1.00E+12,85,Residential
5.00E+15,70,Residential
1.00E+12,3,Residential
1.00E+12,2,Residential
1.00E+12,6,Residential
1.00E+12,69,Residential
1.00E+12,49,Residential
1.00E+12,30,Residential
1.00E+12,65,Residential
1.00E+12,72,Residential
1.00E+12,15,Residential
1.00E+12,14,Residential
1.00E+12,30,Residential
1.00E+12,14,Residential
1.00E+12,49,Residential
5.00E+15,65,Residential
1.00E+12,13,Residential
1.00E+12,34,Residential
1.00E+12,51,Residential
1.00E+12,63,Residential
1.00E+12,3,Residential
1.00E+12,29,Residential
1.00E+12,14,Residential
1.00E+12,51,Residential
1.00E+12,63,Residential
5.00E+15,67,Residential
1.00E+12,57,Residential
1.00E+12,6,Residential
1.00E+12,75,Residential
5.00E+15,69,Residential
1.00E+12,51,Residential
1.00E+12,52,Residential
1.00E+12,64,Residential
1.00E+12,15,Residential
1.00E+12,51,Residential
5.00E+15,63,Residential
1.00E+12,20,Residential
1.00E+12,74,Residential
1.00E+12,81,Residential
1.00E+12,30,Residential
1.00E+12,54,Residential
1.00E+12,162,Residential
1.00E+12,71,Residential
1.00E+12,81,Residential
1.00E+12,57,Residential
1.00E+12,8,Residential
1.00E+12,3,Residential
1.00E+12,57,Residential
1.00E+12,30,Residential
1.00E+12,76,Residential
1.00E+12,14,Residential
5.00E+15,33,Residential
1.00E+12,76,Residential
1.00E+12,66,Residential
1.00E+12,64,Residential
1.00E+12,38,Residential
1.00E+12,35,Residential
1.00E+12,3,Residential
5.00E+15,65,Residential
1.00E+12,67,Residential
1.00E+12,66,Residential
1.00E+12,77,Residential
1.00E+12,63,Residential
5.00E+15,79,Residential
1.00E+12,38,Residential
1.00E+12,3,Residential
1.00E+12,52,Residential
1.00E+12,142,Residential
5.00E+15,53,Residential
1.00E+12,75,Residential
1.00E+12,2,Residential
1.00E+12,64,Residential
1.00E+12,6,Residential
1.00E+12,50,Residential
1.00E+12,14,Residential
1.00E+12,16,Residential
5.00E+15,19,Residential
1.00E+12,51,Residential
1.00E+12,64,Residential
1.00E+12,85,Residential
1.00E+12,65,Residential
1.00E+12,60,Residential
1.00E+12,8,Residential
1.00E+12,42,Residential
1.00E+12,88,Residential
1.00E+12,69,Residential
1.00E+12,6,Residential
1.00E+12,64,Residential
1.00E+12,102,Residential
5.00E+15,16,Residential
1.00E+12,47,Residential
1.00E+12,41,Residential
1.00E+12,69,Residential
1.00E+12,61,Residential
1.00E+12,136,Residential
1.00E+12,58,Residential
1.00E+12,19,Residential
1.00E+12,117,Residential
1.00E+12,62,Residential
5.00E+15,69,Residential
1.00E+12,62,Residential
1.00E+12,51,Residential
5.00E+15,64,Residential
1.00E+12,75,Residential
1.00E+12,64,Residential
1.00E+12,67,Residential
5.00E+15,70,Residential
1.00E+12,37,Residential
1.00E+12,12,Residential
5.00E+15,7,Residential
1.00E+12,14,Residential
1.00E+12,27,Residential
1.00E+12,17,Residential
1.00E+12,61,Residential
1.00E+12,73,Residential
1.00E+12,6,Residential
1.00E+12,33,Residential
1.00E+12,63,Residential
1.00E+12,47,Residential
5.00E+15,62,Residential
1.00E+12,59,Residential
1.00E+12,64,Residential
1.00E+12,59,Residential
1.00E+12,47,Residential
1.00E+12,57,Residential
1.00E+12,52,Residential
1.00E+12,2,Residential
1.00E+12,3,Residential
1.00E+12,14,Residential
1.00E+12,7,Residential
1.00E+12,51,Residential
1.00E+12,61,Residential
1.00E+12,68,Residential
1.00E+12,50,Residential
5.00E+15,63,Residential
1.00E+12,47,Residential
1.00E+12,6,Residential
1.00E+12,51,Residential
1.00E+12,61,Residential
1.00E+12,78,Residential
5.00E+15,16,Residential
1.00E+12,63,Residential
1.00E+12,39,Residential
1.00E+12,63,Residential
1.00E+12,8,Residential
5.00E+15,11,Residential
1.00E+12,38,Residential
1.00E+12,69,Residential
1.00E+12,51,Residential
1.00E+12,50,Residential
1.00E+12,46,Residential
1.00E+12,50,Residential
1.00E+12,8,Residential
1.00E+12,9,Residential
1.00E+12,33,Residential
1.00E+12,51,Residential
1.00E+12,74,Residential
1.00E+12,51,Residential
1.00E+12,28,Residential
1.00E+12,95,Residential
1.00E+12,7,Residential
1.00E+12,8,Residential
1.00E+12,100,Residential
1.00E+12,51,Residential
1.00E+12,33,Residential
1.00E+12,70,Residential
1.00E+12,36,Residential
1.00E+12,69,Residential
1.00E+12,69,Residential
1.00E+12,66,Residential
1.00E+12,14,Residential
1.00E+12,35,Residential
1.00E+12,18,Residential
1.00E+12,50,Residential
1.00E+12,85,Residential
1.00E+12,15,Residential
1.00E+12,46,Residential
1.00E+12,100,Residential
1.00E+12,127,Residential
1.00E+12,52,Residential
1.00E+12,68,Residential
1.00E+12,81,Residential
1.00E+12,87,Residential
5.00E+15,37,Residential
1.00E+12,69,Residential
1.00E+12,21,Residential
5.00E+15,35,Residential
1.00E+12,176,Residential
5.00E+15,7,Residential
1.00E+12,181,Residential
1.00E+12,74,Residential
1.00E+12,59,Residential
1.00E+12,60,Residential
5.00E+15,79,Residential
1.00E+12,117,Residential
1.00E+12,38,Residential
1.00E+12,14,Residential
1.00E+12,70,Residential
1.00E+12,83,Residential
1.00E+12,79,Residential
1.00E+12,56,Residential
1.00E+12,38,Residential
1.00E+12,14,Residential
1.00E+12,60,Residential
1.00E+12,3,Residential
1.00E+12,112,Residential
1.00E+12,7,Residential
1.00E+12,64,Residential
1.00E+12,54,Residential
1.00E+12,52,Residential
1.00E+12,74,Residential
5.00E+15,11,Residential
1.00E+12,28,Residential
1.00E+12,53,Residential
1.00E+12,60,Residential
1.00E+12,35,Residential
1.00E+12,37,Residential
1.00E+12,67,Residential
1.00E+12,69,Residential
1.00E+12,113,Residential
1.00E+12,6,Residential
1.00E+12,72,Residential
1.00E+12,70,Residential
1.00E+12,59,Residential
1.00E+12,37,Residential
1.00E+12,49,Residential
1.00E+12,14,Residential
1.00E+12,3,Residential
1.00E+12,6,Residential
1.00E+12,49,Residential
1.00E+12,33,Residential
1.00E+12,55,Residential
1.00E+12,53,Residential
5.00E+15,21,Residential
1.00E+12,58,Residential
1.00E+12,14,Residential
1.00E+12,93,Residential
5.00E+15,70,Residential
1.00E+12,78,Residential
1.00E+12,16,Residential
1.00E+12,73,Residential
5.00E+15,80,Residential
1.00E+12,68,Residential
1.00E+12,74,Residential
1.00E+12,260,Residential
1.00E+12,52,Residential
1.00E+12,68,Residential
1.00E+12,33,Residential
1.00E+12,60,Residential
1.00E+12,72,Residential
1.00E+12,13,Residential
1.00E+12,74,Residential
5.00E+15,62,Residential
1.00E+12,53,Residential
1.00E+12,54,Residential
5.00E+15,66,Residential
1.00E+12,32,Residential
1.00E+12,86,Residential
1.00E+12,64,Residential
1.00E+12,80,Residential
1.00E+12,50,Residential
1.00E+12,2,Residential
5.00E+15,55,Residential
1.00E+12,76,Residential
1.00E+12,68,Residential
5.00E+15,5,Residential
5.00E+15,19,Residential
5.00E+15,66,Residential
1.00E+12,60,Residential
1.00E+12,51,Residential
1.00E+12,66,Residential
1.00E+12,51,Residential
1.00E+12,105,Residential
1.00E+12,72,Residential
1.00E+12,34,Residential
1.00E+12,53,Residential
1.00E+12,69,Residential
1.00E+12,16,Residential
1.00E+12,68,Residential
1.00E+12,52,Residential
1.00E+12,36,Residential
1.00E+12,37,Residential
1.00E+12,50,Residential
1.00E+12,65,Residential
5.00E+15,5,Residential
1.00E+12,16,Residential
1.00E+12,15,Residential
1.00E+12,88,Residential
5.00E+15,62,Residential
1.00E+12,61,Residential
1.00E+12,54,Residential
1.00E+12,66,Residential
1.00E+12,30,Residential
5.00E+15,67,Residential
1.00E+12,33,Residential
1.00E+12,30,Residential
1.00E+12,30,Residential
1.00E+12,52,Residential
1.00E+12,11,Residential
1.00E+12,74,Residential
5.00E+15,19,Residential
1.00E+12,96,Residential
1.00E+12,30,Residential
1.00E+12,6,Residential
1.00E+12,56,Residential
1.00E+12,33,Residential
1.00E+12,77,Residential
1.00E+12,51,Residential
5.00E+15,26,Residential
1.00E+12,93,Residential
1.00E+12,33,Residential
1.00E+12,15,Residential
1.00E+12,75,Residential
1.00E+12,64,Residential
1.00E+12,197,Residential
1.00E+12,3,Residential
1.00E+12,55,Residential
1.00E+12,31,Residential
1.00E+12,20,Residential
1.00E+12,79,Residential
1.00E+12,89,Residential
1.00E+12,64,Residential
1.00E+12,52,Residential
1.00E+12,49,Residential
1.00E+12,50,Residential
1.00E+12,66,Residential
1.00E+12,31,Residential
1.00E+12,15,Residential
5.00E+15,21,Residential
5.00E+15,70,Residential
5.00E+15,62,Residential
